"id","order","family","genus"
2169,"Passeriformes","Estrildidae","Hypargos"
2170,"Passeriformes","Estrildidae","Clytospiza"
2171,"Passeriformes","Estrildidae","Pytilia"
2172,"Passeriformes","Estrildidae","Lagonosticta"
2173,"Passeriformes","Estrildidae","Amadina"
2174,"Passeriformes","Estrildidae","Sporaeginthus"
2175,"Passeriformes","Estrildidae","Amandava"
2176,"Passeriformes","Estrildidae","Ortygospiza"
2177,"Passeriformes","Estrildidae","Paludipasser"
2178,"Passeriformes","Estrildidae","Emblema"
2179,"Passeriformes","Estrildidae","Stagonopleura"
2180,"Passeriformes","Estrildidae","Oreostruthus"
2181,"Passeriformes","Estrildidae","Neochmia"
2182,"Passeriformes","Estrildidae","Taeniopygia"
2183,"Passeriformes","Estrildidae","Poephila"
2184,"Passeriformes","Estrildidae","Erythrura"
2185,"Passeriformes","Estrildidae","Odontospiza"
2186,"Passeriformes","Estrildidae","Spermestes"
2187,"Passeriformes","Estrildidae","Euodice"
2188,"Passeriformes","Estrildidae","Lonchura"
2189,"Passeriformes","Estrildidae","Heteromunia"
2190,"Passeriformes","Viduidae","Vidua"
2191,"Passeriformes","Viduidae","Anomalospiza"
